生命周期,商品,单位,数量,计量单位,报价金额,占总金额,成本金额,占总成本,销售毛利,占总毛利,毛利率,成本利润率,实际利润,实际利润率,主要供应商
,乐家橄榄油盒子750ml,家乐福-无锡宝龙店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-无锡哥伦布店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-无锡阳光店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-昆明世纪广场店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-昆明白云店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-昆明世纪城店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-昆明南亚店,18,个,,,180,0.00%,-180,0.00%,,-100.00%,-162.16,,
,乐家橄榄油盒子750ml,家乐福-昆明安宁店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-昆明广福店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-成都大世界店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-成都光华店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-成都双桥子店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-成都青石桥店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-成都红牌楼,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-成都府青路店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-成都华阳店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-成都新都店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-成都青白江同华店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-成都大丰店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-邛崃司马大道店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-重庆杨家坪店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京创益佳店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京马连道店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-北京方圆店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京方庄店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京中关村店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京双井店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-北京通州店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京天通苑店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京望京店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京大钟寺店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京广渠门店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京鲁谷店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京慈云寺店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京健翔桥,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京姚家园,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京马家堡,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京定慧桥店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京良乡店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京新顺店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-大连黄河店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-大连中山店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-济南车站店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-青岛明达店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-青岛新兴店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-青岛辽阳路店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-沈阳金牛店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-沈阳文化店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-沈阳塔湾店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-沈阳云峰店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-天津南开店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-天津龙城店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-天津海光寺店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-天津河北店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-天津河东店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-廊坊新华路店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-石家庄留营店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-石家庄柏林店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-石家庄中华店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-石家庄谈固店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-石家庄中山路店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-石家庄涿州范阳路店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-石家庄秦皇大街店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-山西悦家长风店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-呼和浩特大学西街店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-呼和浩特新华东街店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,家乐福-北京四元桥店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,上海爱莲超市有限公司,10,个,,,100,0.00%,-100,0.00%,,-100.00%,-90.09,,
,乐家橄榄油盒子750ml,杭州鼎林,238,个,"1,965.60",0.00%,"2,380.00",0.00%,-414.4,0.00%,-21.10%,-17.40%,-373.33,-19.00%,
,乐家橄榄油盒子750ml,香江百货,53,个,,,530,0.00%,-530,0.00%,,-100.00%,-477.48,,
,乐家橄榄油盒子750ml,家乐福-成都科华路店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,河南大张,15,个,,,150,0.00%,-150,0.00%,,-100.00%,-135.14,,
,乐家橄榄油盒子750ml,常州味和氏商贸,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-北京天竺店,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,家乐福-家源成山店,12,个,,,120,0.00%,-120,0.00%,,-100.00%,-108.11,,
,乐家橄榄油盒子750ml,重庆胤铭,5,个,,,50,0.00%,-50,0.00%,,-100.00%,-45.05,,
,乐家橄榄油盒子750ml,家乐福-成都福泉店,3,个,,,30,0.00%,-30,0.00%,,-100.00%,-27.03,,
,乐家橄榄油盒子750ml,上海盒马,132,个,,,"1,320.00",0.00%,"-1,320.00",0.00%,,-100.00%,"-1,189.19",,
,乐家橄榄油盒子750ml,珠海得一,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,欧沃熙商贸,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,乐家橄榄油盒子750ml,精彩生活超市,6,个,,,60,0.00%,-60,0.00%,,-100.00%,-54.05,,
,阿布素麦裸子面食(FREGOLA SARDA)500g,北京中智怡和-YS,47,包,"1,903.50",0.00%,"1,380.39",0.00%,523.11,0.00%,27.50%,37.90%,447.1,23.50%,
,电镀迷你羹48支/包,城市超市,92,包,"1,987.20",0.00%,460,0.00%,"1,527.20",0.00%,76.90%,332.00%,"1,305.30",65.70%,
,电镀迷你羹48支/包,上海华润万家超市有限公司,958,包,"18,576.85",0.00%,"4,914.00",0.00%,"13,662.85",0.10%,73.50%,278.00%,"11,677.65",62.90%,
,电镀迷你羹48支/包,City Super环盛,720,包,"14,775.69",0.00%,"3,600.00",0.00%,"11,175.69",0.10%,75.60%,310.40%,"9,551.87",64.60%,
,电镀迷你羹48支/包,上海赢盘实业有限公司,24,包,518.4,0.00%,120,0.00%,398.4,0.00%,76.90%,332.00%,340.51,65.70%,
,电镀迷你羹48支/包,1号店(代销),46,包,894.94,0.00%,230,0.00%,664.94,0.00%,74.30%,289.10%,568.32,63.50%,
,电镀迷你羹48支/包,全洲马当路店(代销),5,包,124.6,0.00%,25,0.00%,99.6,0.00%,79.90%,398.40%,85.13,68.30%,
,电镀迷你羹48支/包,伊梭零售,12,包,194.4,0.00%,60,0.00%,134.4,0.00%,69.10%,224.00%,114.87,59.10%,
,电镀迷你羹48支/包,上海易初莲花连锁超市有限公司,12,包,322.8,0.00%,60,0.00%,262.8,0.00%,81.40%,438.00%,224.62,69.60%,
,电镀迷你羹48支/包,家乐福-上海金桥店,108,包,"3,101.76",0.00%,540,0.00%,"2,561.76",0.00%,82.60%,474.40%,"2,189.54",70.60%,
,电镀迷你羹48支/包,家乐福-上海古北店,72,包,"2,067.84",0.00%,360,0.00%,"1,707.84",0.00%,82.60%,474.40%,"1,459.69",70.60%,
,电镀迷你羹48支/包,家乐福-北京马连道店,12,包,344.64,0.00%,60,0.00%,284.64,0.00%,82.60%,474.40%,243.28,70.60%,
,电镀迷你羹48支/包,家乐福-北京望京店,12,包,344.64,0.00%,60,0.00%,284.64,0.00%,82.60%,474.40%,243.28,70.60%,
,电镀迷你羹48支/包,上海翌恒网络科技有限公司,72,包,"1,634.40",0.00%,360,0.00%,"1,274.40",0.00%,78.00%,354.00%,"1,089.23",66.60%,
,电镀迷你羹48支/包,上海爱莲超市有限公司,12,包,322.8,0.00%,60,0.00%,262.8,0.00%,81.40%,438.00%,224.62,69.60%,
,电镀迷你羹48支/包,百盛青岛店,24,包,412.8,0.00%,120,0.00%,292.8,0.00%,70.90%,244.00%,250.26,60.60%,
,电镀迷你羹48支/包,百盛协信店,24,包,518.4,0.00%,120,0.00%,398.4,0.00%,76.90%,332.00%,340.51,65.70%,
,电镀迷你羹48支/包,北京盛康悦通,24,包,362.4,0.00%,120,0.00%,242.4,0.00%,66.90%,202.00%,207.18,57.20%,
,电镀迷你羹48支/包,上海盒马,-122,包,"-2,769.40",0.00%,-610,0.00%,"-2,159.40",0.00%,78.00%,354.00%,"-1,845.64",66.60%,
,票折11%,武汉宇风商贸发展有限公司,2,,-248.98,0.00%,,,-248.98,0.00%,100.00%,,-224.31,90.10%,
,乐家牌百分百意大利特级初榨橄榄油500ml,城市超市,300,瓶,"15,900.00",0.00%,"8,763.00",0.00%,"7,137.00",0.10%,44.90%,81.40%,"6,429.73",40.40%,
,乐家牌百分百意大利特级初榨橄榄油500ml,久光虹桥店,12,瓶,636,0.00%,350.52,0.00%,285.48,0.00%,44.90%,81.40%,257.19,40.40%,
,乐家牌百分百意大利特级初榨橄榄油500ml,1号店进口食品,168,瓶,"8,636.88",0.00%,"4,907.28",0.00%,"3,729.60",0.00%,43.20%,76.00%,"3,360.00",38.90%,
,乐家牌百分百意大利特级初榨橄榄油500ml,全洲伊势丹店,36,瓶,"2,250.00",0.00%,"1,051.56",0.00%,"1,198.44",0.00%,53.30%,114.00%,"1,079.68",48.00%,
,乐家牌百分百意大利特级初榨橄榄油500ml,全洲马当路店,36,瓶,"2,250.00",0.00%,"1,051.56",0.00%,"1,198.44",0.00%,53.30%,114.00%,"1,079.68",48.00%,
,乐家牌百分百意大利特级初榨橄榄油500ml,高岛屋-YS,48,瓶,"2,644.80",0.00%,"1,402.08",0.00%,"1,242.72",0.00%,47.00%,88.60%,"1,119.57",42.30%,
,乐家牌百分百意大利特级初榨橄榄油500ml,上海华润万家超市有限公司,"1,115.00",瓶,"55,042.68",0.10%,"32,569.15",0.10%,"22,473.53",0.20%,40.80%,69.00%,"20,246.42",36.80%,
,乐家牌百分百意大利特级初榨橄榄油500ml,久光静安店,84,瓶,"4,452.00",0.00%,"2,453.64",0.00%,"1,998.36",0.00%,44.90%,81.40%,"1,800.32",40.40%,
,乐家牌百分百意大利特级初榨橄榄油500ml,伊淘食品,-120,瓶,"-4,059.60",0.00%,"-3,505.20",0.00%,-554.4,0.00%,13.70%,15.80%,-499.46,12.30%,
,乐家牌百分百意大利特级初榨橄榄油500ml,飞牛-进口,2,瓶,102.24,0.00%,57.43,0.00%,44.81,0.00%,43.80%,78.00%,40.37,39.50%,
,乐家牌百分百意大利特级初榨橄榄油500ml,上海甫田贸易有限公司,240,瓶,"11,669.47",0.00%,"7,010.40",0.00%,"4,659.07",0.00%,39.90%,66.50%,"4,197.36",36.00%,
,乐家牌百分百意大利特级初榨橄榄油500ml,上海衡毅商贸有限公司,96,瓶,"4,270.74",0.00%,"2,804.16",0.00%,"1,466.58",0.00%,34.30%,52.30%,"1,321.24",30.90%,
,乐家牌百分百意大利特级初榨橄榄油500ml,上海赢盘实业有限公司,456,瓶,"24,168.00",0.00%,"13,319.76",0.00%,"10,848.24",0.10%,44.90%,81.40%,"9,773.19",40.40%,
,乐家牌百分百意大利特级初榨橄榄油500ml,上海易初莲花连锁超市有限公司,36,瓶,"1,792.98",0.00%,"1,051.56",0.00%,741.42,0.00%,41.40%,70.50%,667.95,37.30%,
,乐家牌百分百意大利特级初榨橄榄油500ml,微信托斯卡纳集市,1,瓶,78.8,0.00%,29.21,0.00%,49.59,0.00%,62.90%,169.80%,44.68,56.70%,
,乐家牌百分百意大利特级初榨橄榄油500ml,上海懿利电子商务有限公司,60,瓶,"2,226.00",0.00%,"1,752.60",0.00%,473.4,0.00%,21.30%,27.00%,426.49,19.20%,
,乐家牌百分百意大利特级初榨橄榄油500ml,台州牧川,96,瓶,"3,561.60",0.00%,"2,804.16",0.00%,757.44,0.00%,21.30%,27.00%,682.38,19.20%,
,乐家牌百分百意大利特级初榨橄榄油500ml,上海翌恒网络科技有限公司,192,瓶,"10,713.60",0.00%,"5,608.32",0.00%,"5,105.28",0.00%,47.70%,91.00%,"4,599.35",42.90%,
,乐家牌百分百意大利特级初榨橄榄油500ml,上海爱莲超市有限公司,72,瓶,"3,574.10",0.00%,"2,103.12",0.00%,"1,470.98",0.00%,41.20%,69.90%,"1,325.21",37.10%,
,乐家牌百分百意大利特级初榨橄榄油500ml,台州古易进出口,12,瓶,445.2,0.00%,350.52,0.00%,94.68,0.00%,21.30%,27.00%,85.3,19.20%,
,乐家牌百分百意大利特级初榨橄榄油500ml,北京盛康悦通,84,瓶,"3,116.40",0.00%,"2,453.64",0.00%,662.76,0.00%,21.30%,27.00%,597.08,19.20%,
,乐家牌百分百意大利特级初榨橄榄油500ml,上海盒马,322,瓶,"17,431.92",0.00%,"9,405.62",0.00%,"8,026.30",0.10%,46.00%,85.30%,"7,230.90",41.50%,
,乐家牌百分百意大利特级初榨橄榄油500ml,俊名投资,36,瓶,"1,407.60",0.00%,"1,051.56",0.00%,356.04,0.00%,25.30%,33.90%,320.76,22.80%,
,乐家牌百分百意大利特级初榨橄榄油500ml,深圳盒马,48,瓶,"2,352.00",0.00%,"1,402.08",0.00%,949.92,0.00%,40.40%,67.80%,855.78,36.40%,
,乐家牌百分百意大利特级初榨橄榄油500ml,珠海得一,24,瓶,"1,205.28",0.00%,701.04,0.00%,504.24,0.00%,41.80%,71.90%,454.27,37.70%,
,乐家牌百分百意大利特级初榨橄榄油500ml,欧沃熙商贸,24,瓶,955.2,0.00%,701.04,0.00%,254.16,0.00%,26.60%,36.30%,228.97,24.00%,
,乐家牌百分百意大利特级初榨橄榄油500ml,精彩生活超市,12,瓶,602.64,0.00%,350.52,0.00%,252.12,0.00%,41.80%,71.90%,227.14,37.70%,
,雀巢宝路薄荷糖单粒装,上海秋桂,96,包,"3,159.36",0.00%,"3,326.40",0.00%,-167.04,0.00%,-5.30%,-5.00%,-142.77,-4.50%,
,#NAME?,全洲马当路店,391,盒,"8,993.00",0.00%,"4,535.60",0.00%,"4,457.40",0.00%,49.60%,98.30%,"3,809.74",42.40%,
,#NAME?,高岛屋-YS,40,盒,912,0.00%,464,0.00%,448,0.00%,49.10%,96.60%,382.91,42.00%,
,#NAME?,City Super环盛,866,盒,"19,717.33",0.00%,"10,045.60",0.00%,"9,671.73",0.10%,49.10%,96.30%,"8,266.44",41.90%,
,#NAME?,上海衡毅商贸有限公司,"2,345.00",盒,"41,037.50",0.10%,"27,202.00",0.10%,"13,835.50",0.10%,33.70%,50.90%,"11,825.21",28.80%,
,#NAME?,美嘉食品店,30,盒,585.9,0.00%,348,0.00%,237.9,0.00%,40.60%,68.40%,203.33,34.70%,
,#NAME?,上海全惠实业有限公司,179,盒,"3,690.26",0.00%,"2,076.40",0.00%,"1,613.86",0.00%,43.70%,77.70%,"1,379.37",37.40%,
,#NAME?,西康路店,301,盒,"6,264.65",0.00%,"3,491.60",0.00%,"2,773.05",0.00%,44.30%,79.40%,"2,370.13",37.80%,
,#NAME?,上海汐润企业管理有限公司,141,盒,"2,590.75",0.00%,"1,635.60",0.00%,955.15,0.00%,36.90%,58.40%,816.37,31.50%,
,#NAME?,欢乐便利店,38,盒,700.93,0.00%,440.8,0.00%,260.13,0.00%,37.10%,59.00%,222.33,31.70%,
,#NAME?,全洲马当路店,415,杯,"3,146.40",0.00%,"2,137.25",0.00%,"1,009.15",0.00%,32.10%,47.20%,862.52,27.40%,
,#NAME?,高岛屋-YS,12,杯,91.2,0.00%,61.8,0.00%,29.4,0.00%,32.20%,47.60%,25.13,27.60%,
,#NAME?,City Super环盛,252,杯,"1,830.88",0.00%,"1,297.80",0.00%,533.08,0.00%,29.10%,41.10%,455.62,24.90%,
,#NAME?,上海衡毅商贸有限公司,"1,177.00",杯,"7,768.20",0.00%,"6,061.55",0.00%,"1,706.65",0.00%,22.00%,28.20%,"1,458.68",18.80%,
,#NAME?,美嘉食品店,24,杯,164.16,0.00%,123.6,0.00%,40.56,0.00%,24.70%,32.80%,34.67,21.10%,
,#NAME?,上海全惠实业有限公司,54,杯,389.88,0.00%,278.1,0.00%,111.78,0.00%,28.70%,40.20%,95.54,24.50%,
,#NAME?,西康路店,132,杯,953.04,0.00%,679.8,0.00%,273.24,0.00%,28.70%,40.20%,233.54,24.50%,
,#NAME?,上海汐润企业管理有限公司,115,杯,718.96,0.00%,592.25,0.00%,126.71,0.00%,17.60%,21.40%,108.3,15.10%,
,#NAME?,欢乐便利店,93,杯,600.78,0.00%,478.95,0.00%,121.83,0.00%,20.30%,25.40%,104.13,17.30%,
,#NAME?,全洲马当路店,419,杯,"3,184.40",0.00%,"2,157.85",0.00%,"1,026.55",0.00%,32.20%,47.60%,877.39,27.60%,
,#NAME?,高岛屋-YS,12,杯,91.2,0.00%,61.8,0.00%,29.4,0.00%,32.20%,47.60%,25.13,27.60%,
,#NAME?,City Super环盛,216,杯,"1,568.08",0.00%,"1,112.40",0.00%,455.68,0.00%,29.10%,41.00%,389.47,24.80%,
,#NAME?,上海衡毅商贸有限公司,"1,376.00",杯,"9,081.60",0.00%,"7,086.40",0.00%,"1,995.20",0.00%,22.00%,28.20%,"1,705.30",18.80%,
,#NAME?,美嘉食品店,24,杯,164.16,0.00%,123.6,0.00%,40.56,0.00%,24.70%,32.80%,34.67,21.10%,
,#NAME?,上海全惠实业有限公司,53,杯,382.66,0.00%,272.95,0.00%,109.71,0.00%,28.70%,40.20%,93.77,24.50%,
,#NAME?,西康路店,108,杯,779.76,0.00%,556.2,0.00%,223.56,0.00%,28.70%,40.20%,191.08,24.50%,
,#NAME?,上海汐润企业管理有限公司,143,杯,939.38,0.00%,736.45,0.00%,202.93,0.00%,21.60%,27.60%,173.44,18.50%,
,#NAME?,欢乐便利店,85,杯,542.64,0.00%,437.75,0.00%,104.89,0.00%,19.30%,24.00%,89.65,16.50%,
,#NAME?,全洲马当路店,444,杯,"4,351.20",0.00%,"2,442.00",0.00%,"1,909.20",0.00%,43.90%,78.20%,"1,631.79",37.50%,
,#NAME?,高岛屋-YS,12,杯,117.6,0.00%,66,0.00%,51.6,0.00%,43.90%,78.20%,44.1,37.50%,
,#NAME?,美嘉食品店,5,杯,44.1,0.00%,27.5,0.00%,16.6,0.00%,37.60%,60.40%,14.19,32.20%,
,#NAME?,上海全惠实业有限公司,112,杯,"1,042.72",0.00%,616,0.00%,426.72,0.00%,40.90%,69.30%,364.72,35.00%,
,#NAME?,西康路店,192,杯,"1,793.40",0.00%,"1,056.00",0.00%,737.4,0.00%,41.10%,69.80%,630.26,35.10%,
,#NAME?,上海汐润企业管理有限公司,257,杯,"2,129.66",0.00%,"1,413.50",0.00%,716.16,0.00%,33.60%,50.70%,612.1,28.70%,
,#NAME?,欢乐便利店,117,杯,974.61,0.00%,643.5,0.00%,331.11,0.00%,34.00%,51.50%,283,29.00%,
,#NAME?,全洲马当路店,374,杯,"9,985.80",0.00%,"6,058.80",0.00%,"3,927.00",0.00%,39.30%,64.80%,"3,356.41",33.60%,
,#NAME?,高岛屋-YS,26,杯,694.2,0.00%,421.2,0.00%,273,0.00%,39.30%,64.80%,233.33,33.60%,
,#NAME?,上海衡毅商贸有限公司,"1,462.00",杯,"35,088.00",0.10%,"23,684.40",0.00%,"11,403.60",0.10%,32.50%,48.10%,"9,746.67",27.80%,
,#NAME?,美嘉食品店,9,杯,216.27,0.00%,145.8,0.00%,70.47,0.00%,32.60%,48.30%,60.23,27.80%,
,#NAME?,上海全惠实业有限公司,31,杯,786.31,0.00%,502.2,0.00%,284.11,0.00%,36.10%,56.60%,242.83,30.90%,
,#NAME?,西康路店,287,杯,"7,363.04",0.00%,"4,649.40",0.00%,"2,713.64",0.00%,36.90%,58.40%,"2,319.35",31.50%,
,#NAME?,上海汐润企业管理有限公司,57,杯,"1,291.22",0.00%,923.4,0.00%,367.82,0.00%,28.50%,39.80%,314.38,24.30%,
,#NAME?,欢乐便利店,44,杯,998.64,0.00%,712.8,0.00%,285.84,0.00%,28.60%,40.10%,244.31,24.50%,
,#NAME?,全洲马当路店,528,杯,"9,715.20",0.00%,"5,808.00",0.00%,"3,907.20",0.00%,40.20%,67.30%,"3,339.49",34.40%,
,#NAME?,高岛屋-YS,34,杯,659.6,0.00%,374,0.00%,285.6,0.00%,43.30%,76.40%,244.1,37.00%,
,#NAME?,City Super环盛,712,杯,"13,812.10",0.00%,"7,832.00",0.00%,"5,980.10",0.00%,43.30%,76.40%,"5,111.20",37.00%,
,#NAME?,上海衡毅商贸有限公司,848,杯,"13,608.00",0.00%,"9,328.00",0.00%,"4,280.00",0.00%,31.50%,45.90%,"3,658.12",26.90%,
,#NAME?,美嘉食品店,11,杯,192.06,0.00%,121,0.00%,71.06,0.00%,37.00%,58.70%,60.74,31.60%,
,#NAME?,上海全惠实业有限公司,58,杯,"1,068.94",0.00%,638,0.00%,430.94,0.00%,40.30%,67.50%,368.32,34.50%,
,#NAME?,西康路店,121,杯,"2,260.10",0.00%,"1,331.00",0.00%,929.1,0.00%,41.10%,69.80%,794.1,35.10%,
,#NAME?,上海汐润企业管理有限公司,108,杯,"1,773.12",0.00%,"1,188.00",0.00%,585.12,0.00%,33.00%,49.30%,500.1,28.20%,
,#NAME?,欢乐便利店,8,杯,131.92,0.00%,88,0.00%,43.92,0.00%,33.30%,49.90%,37.54,28.50%,
,麦丽牌粗直纹花通意大利面(31B)500g,久光虹桥店,-1,包,-14.5,0.00%,-5,0.00%,-9.5,0.00%,65.50%,190.00%,-8.12,56.00%,
,麦丽牌粗直纹花通意大利面(31B)500g,1号店进口食品,79,包,"1,146.40",0.00%,434.5,0.00%,711.9,0.00%,62.10%,163.80%,608.46,53.10%,
,麦丽牌粗直纹花通意大利面(31B)500g,上海华润万家超市有限公司,"1,672.00",包,"22,264.36",0.00%,"9,196.00",0.00%,"13,068.36",0.10%,58.70%,142.10%,"11,169.54",50.20%,
,麦丽牌粗直纹花通意大利面(31B)500g,City Super环盛,120,包,"1,739.01",0.00%,660,0.00%,"1,079.01",0.00%,62.00%,163.50%,922.23,53.00%,
,麦丽牌粗直纹花通意大利面(31B)500g,久光静安店,142,包,"2,024.20",0.00%,781,0.00%,"1,243.20",0.00%,61.40%,159.20%,"1,062.56",52.50%,
,麦丽牌粗直纹花通意大利面(31B)500g,上海赢盘实业有限公司,123,包,"1,790.26",0.00%,676.5,0.00%,"1,113.76",0.00%,62.20%,164.60%,951.93,53.20%,
,麦丽牌粗直纹花通意大利面(31B)500g,上海易初莲花连锁超市有限公司,93,包,"1,425.50",0.00%,511.5,0.00%,914,0.00%,64.10%,178.70%,781.2,54.80%,
,麦丽牌粗直纹花通意大利面(31B)500g,上海众选商业管理有限公司,-6,包,-82.66,0.00%,-33,0.00%,-49.66,0.00%,60.10%,150.50%,-42.44,51.30%,
